5.680908691839404E8,0.0
5.680909291839404E8,0.0
5.680909891839404E8,0.0
5.680910491839404E8,0.0
5.680911091839404E8,0.0
5.680911691839404E8,0.0
5.680912291839404E8,0.0
5.680912891839404E8,0.0
5.680913491839404E8,0.0
5.680914091839404E8,0.0
5.680914691839404E8,0.0
5.680915291839404E8,0.0
5.680915891839404E8,0.0
5.680916491839404E8,0.0
5.680917091839404E8,0.0
5.680917691839404E8,0.0
5.680918291839404E8,0.0
5.680918891839404E8,0.0
5.680919491839404E8,0.0
5.680920091839404E8,0.0
5.680920691839404E8,0.0
5.680921291839404E8,0.0
5.680921891839404E8,0.0
5.680922491839404E8,0.0
5.680923091839404E8,0.0
5.680923691839404E8,0.0
5.680924291839404E8,0.0
5.680924891839404E8,0.0
5.680925491839404E8,0.0
5.680926091839404E8,0.0
5.680926691839404E8,0.0
5.680927291839404E8,0.0
5.680927891839404E8,0.0
5.680928491839404E8,0.0
5.680929091839404E8,0.0
5.680929691839404E8,0.0
5.680930291839404E8,0.0
5.680930891839404E8,0.0
5.680931491839404E8,0.0
5.680932091839404E8,0.0
5.680932691839404E8,0.0
5.680933291839404E8,0.0
5.680933891839404E8,0.0
5.680934491839404E8,0.0
5.680935091839404E8,0.0
5.680935691839404E8,0.0
5.680936291839404E8,0.0
5.680936891839404E8,0.0
5.680937491839404E8,0.0
5.680938091839404E8,0.0
5.680938691839404E8,0.0
5.680939291839404E8,0.0
5.680939891839404E8,0.0
5.680940491839404E8,0.0
5.680941091839404E8,957281.3749631413
5.680941691839404E8,969318.9542750777
5.680942291839404E8,980921.5651794656
5.680942891839404E8,992113.1214798106
5.680943491839404E8,1002915.8209684767
5.680944091839404E8,1013350.291131686
5.680944691839404E8,1023435.7210953839
5.680945291839404E8,1033189.9811859013
5.680945891839404E8,1042629.7313430184
5.680946491839404E8,1051770.5194836506
5.680947091839404E8,1060626.870818391
5.680947691839404E8,1069212.369030149
5.680948291839404E8,1077539.7301168912
5.680948891839404E8,1085620.8696186924
5.680949491839404E8,1093466.9638785077
5.680950091839404E8,1101088.505921058
5.680950691839404E8,1108495.3564722275
5.680951291839404E8,1115696.790583264
5.680951891839404E8,1122701.5402783656
5.680952491839404E8,1129517.8336082275
5.680953091839404E8,1136153.4304492727
5.680953691839404E8,1142615.6553468572
5.680954291839404E8,1148911.4276735839
5.680954891839404E8,1155047.289349836
5.680955491839404E8,1161029.430350351
5.680956091839404E8,1166863.7121935012
5.680956691839404E8,1172555.6895913493
5.680957291839404E8,1178110.6304284898
5.680957891839404E8,1183533.534215021
5.680958491839404E8,1188829.1491403966
