5.680908691839404E8,0.0
5.680909291839404E8,0.0
5.680909891839404E8,0.0
5.680910491839404E8,0.0
5.680911091839404E8,0.0
5.680911691839404E8,0.0
5.680912291839404E8,0.0
5.680912891839404E8,0.0
5.680913491839404E8,0.0
5.680914091839404E8,0.0
5.680914691839404E8,0.0
5.680915291839404E8,0.0
5.680915891839404E8,0.0
5.680916491839404E8,0.0
5.680917091839404E8,0.0
5.680917691839404E8,0.0
5.680918291839404E8,0.0
5.680918891839404E8,0.0
5.680919491839404E8,1450721.6867600535
5.680920091839404E8,1450845.3467683878
5.680920691839404E8,1450965.3724200386
5.680921291839404E8,1451081.7770623986
5.680921891839404E8,1451194.5736857548
5.680922491839404E8,1451303.7749403988
5.680923091839404E8,1451409.3931514123
5.680923691839404E8,1451511.4403348323
5.680924291839404E8,1451609.928211909
5.680924891839404E8,1451704.8682228199
5.680925491839404E8,1451796.2715425869
5.680926091839404E8,1451884.1490967222
5.680926691839404E8,1451968.5115605337
5.680927291839404E8,1452049.3693646004
5.680927891839404E8,1452126.732708596
5.680928491839404E8,1452200.6115679613
5.680929091839404E8,1452271.0156968164
5.680929691839404E8,1452337.9546293176
5.680930291839404E8,1452401.437681021
5.680930891839404E8,1452461.4739488503
5.680931491839404E8,1452518.072307383
5.680932091839404E8,1452571.2414055434
5.680932691839404E8,1452620.9896642927
5.680933291839404E8,1452667.3252731166
5.680933891839404E8,1452710.2561822953
5.680934491839404E8,1452749.7900963337
5.680935091839404E8,1452785.9344691504
5.680935691839404E8,1452818.696496024
5.680936291839404E8,1452848.083100683
5.680936891839404E8,1452874.1009224723
5.680937491839404E8,1452896.7563057914
5.680938091839404E8,1452916.0552904569
5.680938691839404E8,1452932.0035977147
5.680939291839404E8,1452944.6066157748
5.680939891839404E8,1452953.8693879384
5.680940491839404E8,1452959.7966005492
5.680941091839404E8,1452962.3925693266
5.680941691839404E8,1452961.6612261853
5.680942291839404E8,1452957.6061072936
5.680942891839404E8,1452950.2303401956
5.680943491839404E8,1452939.5366306775
5.680944091839404E8,1452925.527251659
5.680944691839404E8,1452908.2040277214
5.680945291839404E8,1452887.5683152757
5.680945891839404E8,1452863.6209885487
5.680946491839404E8,1452836.3624273094
5.680947091839404E8,1452805.7924985716
5.680947691839404E8,1452771.910539315
5.680948291839404E8,1452734.7153422597
5.680948891839404E8,1452694.205141754
5.680949491839404E8,1452650.3775976426
5.680950091839404E8,1452603.229778654
5.680950691839404E8,1452552.7581468266
5.680951291839404E8,1452498.9585415456
5.680951891839404E8,1452441.8261589217
5.680952491839404E8,1452381.3555296857
